Time (sec),Voltage (V),AccX (m/s^2),AccY (m/s^2),Gyro (deg/sec),Gyro45(deg/sec),Theta (deg)
4.2,0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.21,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.22,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.23,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.24,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.25,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.26,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.27,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.28,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.29,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.3,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.31,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.32,-0,-2.7546,9.42931,43.5059,44.0725,-15.8422
4.33,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.34,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.35,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.36,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.37,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.38,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.39,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.4,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.41,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.42,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.43,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.44,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.45,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.46,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.47,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.48,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
4.49,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.5,0,-2.7546,9.42931,43.5059,44.0725,-15.8422
4.51,0,-2.7546,9.42931,43.5059,43.7183,-15.8422
4.52,0,-2.7546,9.42931,43.5059,43.7183,-15.8422
4.53,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.54,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.55,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
4.56,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
4.57,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
4.58,0,-2.56131,9.42931,43.5059,44.0725,-15.8422
4.59,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.6,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.61,0,-2.7546,9.42931,43.5059,44.4266,-15.8422
4.62,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
4.63,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.64,0,-2.56131,9.42931,43.5059,44.0725,-15.8422
4.65,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.66,0,-2.56131,9.42931,43.5059,44.0725,-15.8422
4.67,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.68,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
4.69,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.7,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.71,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.72,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.73,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.74,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.75,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
4.76,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
4.77,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
4.78,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.79,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
4.8,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.81,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.82,-0,-2.7546,9.42931,43.5059,44.4266,-15.8422
4.83,-0,-2.7546,9.42931,43.5059,44.0725,-15.8422
4.84,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.85,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.86,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.87,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.88,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.89,-0,-2.56131,9.42931,43.5059,43.7183,-15.8422
4.9,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.91,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
4.92,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.93,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.94,-0,-2.7546,9.42931,43.5059,44.0725,-15.8422
4.95,-0,-2.7546,9.42931,43.5059,43.7183,-15.8422
4.96,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.97,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.98,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
4.99,-0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.01,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.02,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.03,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.04,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.05,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.06,0,-2.7546,9.42931,43.5059,43.7183,-15.8422
5.07,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.08,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.09,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.1,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.11,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.12,0,-2.7546,9.42931,43.5059,44.0725,-15.8422
5.13,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.14,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.15,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.16,0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.17,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.18,0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.19,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.2,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.21,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.22,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.23,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.24,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.25,-0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.26,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.27,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.28,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
5.29,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
5.3,-0,-2.7546,9.42931,43.5059,44.4266,-15.8422
5.31,-0,-2.7546,9.42931,43.5059,43.7183,-15.8422
5.32,-0,-2.7546,9.42931,43.5059,43.7183,-15.8422
5.33,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.34,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.35,-0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.36,-0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.37,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.38,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.39,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.4,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.41,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.42,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.43,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.44,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.45,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.46,-0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.47,-0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.48,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.49,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.5,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.51,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.52,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.53,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.54,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.55,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.56,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.57,0,-2.7546,9.42931,43.5059,43.7183,-15.8422
5.58,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.59,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.6,0,-2.65796,9.42931,43.5059,43.3642,-15.8422
5.61,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.62,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.63,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.64,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.65,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.66,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.67,0,-2.7546,9.42931,43.5059,44.0725,-15.8422
5.68,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.69,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.7,0,-2.65796,9.42931,43.5059,43.7183,-15.8422
5.71,0,-2.56131,9.42931,43.5059,43.7183,-15.8422
5.72,0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.73,0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.74,0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.75,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
5.76,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.77,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
5.78,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.79,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.8,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
5.81,-0,-2.56131,9.42931,43.5059,44.0725,-15.8422
5.82,-0,-2.65796,9.42931,43.5059,44.0725,-15.8422
5.83,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
5.84,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
5.85,-0,-2.56131,9.42931,43.5059,44.4266,-15.8422
5.86,-0,-2.56131,9.42931,43.5059,44.4266,-15.5825
5.87,-0,-2.56131,9.42931,43.5059,44.7808,-15.8422
5.88,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
5.89,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
5.9,-0,-2.65796,9.42931,43.5059,44.4266,-15.8422
5.91,-0,-2.56131,9.42931,43.5059,44.7808,-15.8422
5.92,-0,-2.46467,9.42931,43.5059,44.7808,-15.8422
5.93,-0,-2.46467,9.42931,43.5059,44.7808,-15.8422
5.94,-0,-2.46467,9.42931,45.1172,45.1349,-15.8422
5.95,-0,-2.46467,9.42931,45.1172,45.1349,-15.8422
5.96,-0,-2.46467,9.42931,45.1172,45.489,-15.8422
5.97,-0,-2.36802,9.42931,45.1172,46.1973,-15.8422
5.98,-0,-2.36802,9.42931,45.1172,46.1973,-15.5825
5.99,-0,-2.36802,9.42931,46.7285,46.9056,-15.5825
6,0,-2.27138,9.42931,46.7285,47.2597,-15.5825
6.01,0,-2.17473,9.42931,46.7285,47.2597,-15.5825
6.02,0,-2.07809,9.33407,48.3398,48.3221,-15.5825
6.03,0,-1.98144,9.42931,48.3398,49.0304,-15.5825
6.04,0,-1.88479,9.42931,49.9512,49.7387,-15.3228
6.05,0,-1.78815,9.42931,49.9512,50.8011,-15.3228
6.06,0,-1.78815,9.42931,51.5625,51.8635,-15.3228
6.07,0,-1.78815,9.42931,53.1738,52.9259,-15.3228
6.08,0,-1.78815,9.42931,53.1738,53.9883,-15.0631
6.09,0,-1.88479,9.42931,54.7852,55.0508,-14.8034
6.1,0,-1.88479,9.42931,54.7852,55.759,-14.8034
6.11,0,-1.98144,9.42931,56.3965,56.4673,-14.8034
6.12,0,-1.88479,9.42931,56.3965,57.1756,-14.5437
6.13,0,-1.88479,9.42931,58.0078,57.8839,-14.2841
6.14,0,-1.88479,9.42931,58.0078,58.5921,-14.2841
6.15,0,-1.88479,9.52456,58.0078,59.3004,-14.0244
6.16,0,-1.78815,9.52456,59.6191,60.0087,-13.7647
6.17,0,-1.78815,9.52456,59.6191,60.717,-13.7647
6.18,0,-1.6915,9.52456,61.2305,61.7794,-13.7647
6.19,0,-1.6915,9.52456,61.2305,62.1335,-13.505
6.2,0,-1.78815,9.6198,62.8418,63.1959,-13.2453
6.21,0,-1.6915,9.6198,62.8418,63.9042,-13.2453
6.22,0,-1.88479,9.6198,62.8418,64.2583,-12.9856
6.23,0,-1.98144,9.6198,64.4531,64.6125,-12.7259
6.24,0,-1.88479,9.6198,64.4531,64.9666,-12.4662
6.25,-0,-1.78815,9.6198,64.4531,65.3208,-11.9469
6.26,-0,-1.6915,9.6198,66.0645,65.6749,-11.9469
6.27,-0,-1.59486,9.6198,66.0645,66.3832,-11.6872
6.28,-0,-1.49821,9.6198,66.0645,67.0915,-11.4275
6.29,-0,-1.49821,9.6198,67.6758,67.7997,-11.4275
6.3,-0,-1.40157,9.6198,67.6758,68.1539,-11.1678
6.31,-0,-1.59486,9.71505,67.6758,68.508,-10.9081
6.32,-0,-1.59486,9.71505,67.6758,68.8621,-10.3887
6.33,-0,-1.59486,9.71505,69.2871,69.2163,-10.1291
6.34,-0,-1.59486,9.71505,69.2871,69.9246,-9.86937
6.35,-0,-1.49821,9.71505,69.2871,69.9246,-9.60968
6.36,-0,-1.49821,9.71505,69.2871,70.2787,-9.34999
6.37,-0,-1.49821,9.71505,69.2871,69.9246,-9.09031
6.38,-0,-1.59486,9.81029,69.2871,70.2787,-9.09031
6.39,-0,-1.6915,9.81029,69.2871,69.9246,-8.57093
6.4,-0,-1.49821,9.81029,69.2871,69.9246,-8.31124
6.41,-0,-1.49821,9.71505,69.2871,69.9246,-8.31124
6.42,-0,-1.49821,9.81029,69.2871,69.5704,-8.05156
6.43,-0,-1.40157,9.81029,69.2871,69.9246,-7.79187
6.44,-0,-1.30492,9.81029,69.2871,69.9246,-7.53218
6.45,-0,-1.30492,9.81029,69.2871,69.5704,-7.27249
6.46,-0,-1.40157,9.81029,69.2871,69.2163,-6.75312
6.47,-0,-1.20828,9.81029,69.2871,69.2163,-6.49343
6.48,-0,-1.20828,9.81029,69.2871,69.2163,-6.23374
6.49,-0,-1.11163,9.81029,69.2871,69.2163,-6.23374
6.5,0,-1.01499,9.81029,69.2871,69.2163,-5.71437
6.51,0,-0.918343,9.81029,69.2871,69.5704,-5.71437
6.52,0,-0.918343,9.81029,69.2871,69.9246,-5.19499
6.53,0,-0.918343,9.81029,69.2871,69.5704,-4.9353
6.54,0,-0.821697,9.81029,69.2871,69.5704,-4.9353
6.55,0,-0.821697,9.81029,69.2871,69.9246,-4.67561
6.56,0,-0.918343,9.81029,69.2871,69.9246,-4.41592
6.57,0,-0.918343,9.90554,69.2871,69.9246,-4.15625
6.58,0,-0.821697,9.90554,69.2871,69.9246,-3.89656
6.59,0,-0.821697,9.90554,69.2871,69.5704,-3.63687
6.6,0,-0.918343,9.90554,67.6758,69.2163,-3.37718
6.61,0,-1.11163,9.90554,67.6758,68.8621,-3.11749
6.62,0,-0.918343,9.90554,67.6758,68.1539,-3.11749
6.63,0,-0.918343,9.81029,67.6758,67.4456,-2.8578
6.64,0,-0.918343,9.81029,66.0645,67.0915,-2.59811
6.65,0,-0.918343,9.90554,66.0645,66.3832,-2.33842
6.66,0,-1.01499,9.90554,66.0645,65.6749,-2.07875
6.67,0,-1.20828,9.90554,64.4531,64.6125,-2.07875
6.68,0,-1.40157,9.90554,62.8418,63.1959,-1.81906
6.69,0,-1.78815,9.90554,61.2305,61.4252,-1.55937
6.7,0,-1.6915,9.90554,59.6191,59.6545,-1.55937
6.71,0,-1.49821,9.90554,58.0078,57.8839,-1.29968
6.72,0,-1.30492,9.90554,56.3965,56.4673,-1.29968
6.73,0,-1.20828,9.90554,54.7852,55.0508,-1.03999
6.74,0,-1.11163,9.90554,53.1738,53.6342,-1.03999
6.75,-0,-1.01499,9.81029,51.5625,52.5718,-1.03999
6.76,-0,-1.01499,9.81029,51.5625,51.5094,-1.03999
6.77,-0,-1.01499,9.81029,49.9512,50.447,-0.780304
6.78,-0,-1.01499,9.90554,48.3398,49.0304,-0.780304
6.79,-0,-0.918343,9.81029,46.7285,47.968,-0.780304
6.8,-0,-0.918343,9.81029,46.7285,46.9056,-0.780304
6.81,-0,-0.821697,9.81029,45.1172,46.1973,-0.780304
6.82,-0,-0.821697,9.81029,45.1172,45.1349,-0.780304
6.83,-0,-0.628407,9.81029,43.5059,44.4266,-0.780304
6.84,-0,-0.531762,9.81029,43.5059,43.7183,-0.780304
6.85,-0,-0.435117,9.81029,43.5059,43.3642,-0.780304
6.86,-0,-0.241826,9.81029,41.8945,43.0101,-0.780304
6.87,-0,-0.145181,9.81029,41.8945,42.6559,-0.780304
6.88,-0,-0.0485356,9.81029,43.5059,43.0101,-0.780304
6.89,-0,0.0481096,9.81029,43.5059,43.7183,-0.780304
6.9,-0,0.144755,9.81029,43.5059,43.7183,-0.780304
6.91,-0,0.0481096,9.81029,43.5059,44.0725,-0.780304
6.92,-0,0.0481096,9.81029,43.5059,44.4266,-0.780304
6.93,-0,-0.0485356,9.81029,43.5059,44.4266,-0.780304
6.94,-0,-0.241826,9.81029,43.5059,44.4266,-0.780304
6.95,-0,-0.338471,9.81029,43.5059,44.0725,-0.780304
6.96,-0,-0.435117,9.81029,43.5059,44.0725,-0.780304
6.97,-0,-0.338471,9.81029,43.5059,43.7183,-0.780304
6.98,-0,-0.241826,9.81029,43.5059,43.3642,-0.780304
6.99,-0,-0.145181,9.81029,43.5059,43.3642,-0.780304
7,0,-0.0485356,9.81029,43.5059,43.3642,-0.780304
7.01,0,0.0481096,9.81029,43.5059,43.7183,-0.780304
7.02,0,0.0481096,9.81029,43.5059,44.0725,-0.780304
7.03,0,0.144755,9.81029,43.5059,44.4266,-0.780304
7.04,0,0.0481096,9.81029,43.5059,44.7808,-0.780304
7.05,0,-0.145181,9.81029,43.5059,44.7808,-0.780304
7.06,0,-0.241826,9.81029,43.5059,44.7808,-0.780304
7.07,0,-0.338471,9.81029,43.5059,44.4266,-0.780304
7.08,0,-0.338471,9.81029,43.5059,44.0725,-0.780304
7.09,0,-0.338471,9.81029,43.5059,43.7183,-0.780304
7.1,0,-0.338471,9.81029,43.5059,43.7183,-0.780304
7.11,0,-0.145181,9.81029,43.5059,43.3642,-0.780304
7.12,0,-0.145181,9.81029,43.5059,43.3642,-0.780304
7.13,0,-0.0485356,9.81029,43.5059,43.3642,-0.780304
7.14,0,0.0481096,9.81029,43.5059,43.3642,-0.780304
7.15,0,0.0481096,9.81029,43.5059,44.0725,-0.780304
7.16,0,0.0481096,9.81029,43.5059,44.0725,-0.780304
7.17,0,-0.0485356,9.81029,43.5059,44.4266,-0.780304
7.18,0,-0.145181,9.81029,43.5059,44.4266,-0.780304
7.19,0,-0.241826,9.81029,43.5059,44.4266,-0.780304
7.2,0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.21,0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.22,0,-0.338471,9.81029,43.5059,43.7183,-0.780304
7.23,0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.24,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.25,-0,-0.0485356,9.81029,43.5059,43.3642,-0.780304
7.26,-0,-0.0485356,9.81029,43.5059,43.7183,-0.780304
7.27,-0,0.0481096,9.81029,43.5059,44.0725,-0.780304
7.28,-0,-0.0485356,9.81029,43.5059,44.4266,-0.780304
7.29,-0,-0.0485356,9.81029,43.5059,44.4266,-0.780304
7.3,-0,-0.145181,9.81029,43.5059,44.4266,-0.780304
7.31,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.32,-0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.33,-0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.34,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.35,-0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.36,-0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.37,-0,-0.0485356,9.81029,43.5059,43.7183,-0.780304
7.38,-0,0.0481096,9.81029,43.5059,43.7183,-0.780304
7.39,-0,-0.0485356,9.81029,43.5059,44.0725,-0.780304
7.4,-0,-0.0485356,9.81029,43.5059,44.4266,-0.780304
7.41,-0,-0.145181,9.81029,43.5059,44.4266,-0.780304
7.42,-0,-0.145181,9.81029,43.5059,44.4266,-0.780304
7.43,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.44,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.45,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.46,-0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.47,-0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.48,-0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.49,-0,-0.0485356,9.81029,43.5059,43.7183,-0.780304
7.5,0,-0.0485356,9.81029,43.5059,43.7183,-0.780304
7.51,0,-0.0485356,9.81029,43.5059,44.0725,-0.780304
7.52,0,-0.0485356,9.81029,43.5059,44.0725,-0.780304
7.53,0,-0.145181,9.81029,43.5059,44.4266,-0.780304
7.54,0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.55,0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.56,0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.57,0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.58,0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.59,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.6,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.61,0,-0.0485356,9.81029,43.5059,43.7183,-0.780304
7.62,0,-0.0485356,9.81029,43.5059,43.7183,-0.780304
7.63,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.64,0,-0.0485356,9.81029,43.5059,44.0725,-0.780304
7.65,0,-0.145181,9.81029,43.5059,44.4266,-0.780304
7.66,0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.67,0,-0.145181,9.81029,43.5059,44.4266,-0.780304
7.68,0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.69,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.7,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.71,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.72,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.73,0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.74,0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.75,-0,-0.0485356,9.71505,43.5059,44.0725,-0.780304
7.76,-0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.77,-0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.78,-0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.79,-0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.8,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.81,-0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.82,-0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.83,-0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.84,-0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.85,-0,-0.0485356,9.81029,43.5059,44.0725,-0.780304
7.86,-0,-0.0485356,9.81029,43.5059,44.0725,-0.780304
7.87,-0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.88,-0,-0.0485356,9.81029,43.5059,44.0725,-0.780304
7.89,-0,-0.145181,9.81029,43.5059,44.0725,-0.780304
7.9,-0,-0.145181,9.81029,43.5059,43.7183,-0.780304
7.91,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.92,-0,-0.241826,9.81029,43.5059,44.0725,-0.780304
7.93,-0,-0.241826,9.81029,43.5059,43.7183,-0.780304
7.94,-0,0.144755,9.71505,43.5059,43.7183,-0.780304
7.95,-0,0.144755,9.71505,43.5059,44.7808,-0.780304
7.96,-0,0.0481096,9.81029,43.5059,44.4266,-0.780304
7.97,-0,0.0481096,9.81029,43.5059,44.7808,-0.780304
7.98,-0,0.0481096,9.81029,45.1172,45.489,-0.780304
7.99,-0,0.144755,9.81029,45.1172,45.489,-0.780304
8,0,0.2414,9.71505,45.1172,45.8432,-0.780304
8.01,0,0.338045,9.71505,45.1172,46.5514,-0.780304
8.02,0,0.43469,9.71505,46.7285,47.2597,-0.520615
8.03,0,0.531336,9.71505,48.3398,47.968,-0.520615
8.04,0,0.627981,9.81029,48.3398,49.0304,-0.520615
8.05,0,0.531336,9.81029,49.9512,49.7387,-0.520615
8.06,0,0.43469,9.71505,49.9512,50.447,-0.260925
8.07,0,0.43469,9.71505,49.9512,51.1552,-0.260925
8.08,0,0.338045,9.81029,51.5625,51.8635,-0.260925
8.09,0,0.338045,9.81029,51.5625,52.2177,-0.260925
8.1,0,0.338045,9.81029,53.1738,52.9259,-0.260925
8.11,0,0.338045,9.81029,53.1738,53.6342,-0.00123596
8.12,0,0.43469,9.81029,53.1738,53.6342,-0.00123596
8.13,0,0.531336,9.71505,54.7852,54.6966,-0.00123596
8.14,0,0.627981,9.81029,54.7852,55.759,0.258438
8.15,0,0.627981,9.81029,56.3965,56.4673,0.258438
8.16,0,0.627981,9.81029,56.3965,57.1756,0.518127
8.17,0,0.627981,9.81029,56.3965,57.5297,0.777817
8.18,0,0.724626,9.71505,58.0078,58.5921,0.777817
8.19,0,0.821271,9.71505,58.0078,59.6545,0.777817
8.2,0,1.01456,9.71505,59.6191,60.717,1.03751
8.21,0,1.11121,9.71505,61.2305,61.7794,1.03751
8.22,0,1.20785,9.81029,62.8418,62.8418,1.2972
8.23,0,1.11121,9.81029,64.4531,64.6125,1.55688
8.24,0,1.01456,9.81029,64.4531,65.3208,1.81657
8.25,-0,1.01456,9.81029,66.0645,66.029,2.07626
8.26,-0,1.01456,9.81029,66.0645,67.0915,2.07626
8.27,-0,0.917917,9.81029,67.6758,67.7997,2.33594
8.28,-0,0.917917,9.81029,67.6758,68.508,2.59563
8.29,-0,1.01456,9.81029,67.6758,69.2163,2.85532
8.3,-0,0.917917,9.81029,69.2871,69.9246,3.11501
8.31,-0,0.917917,9.81029,69.2871,70.2787,3.37469
8.32,-0,0.821271,9.81029,69.2871,70.6328,3.63438
8.33,-0,0.917917,9.90554,70.8984,70.987,3.89407
8.34,-0,0.917917,9.90554,70.8984,71.3411,4.15376
8.35,-0,0.917917,9.81029,70.8984,71.3411,4.41344
8.36,-0,0.917917,9.81029,70.8984,71.6952,4.67313
